value_h,rank_h,pts_last3_h,value_a,rank_a,pts_last3_a,result,difference,score,1_home_win,2_draw,3_away_win
0.343,0.222,1,0.15,0.8,4,1,1,"""3-2""",,,
0.12,0.25,4,0.206,0.3,7,1,1,"""3-2""",,,
0.462,0.333,3,0.08,0.438,0,1,2,"""2-0""",,,
0.08,0.611,2,0.366,0.75,4,2,0,"""2-2""",,,
0.578,0.25,4,0.882,0.1,0,3,-1,"""2-3""",,,
1.0,0.182,6,0.044,0.6,4,2,0,"""0-0""",,,
0.26,0.6,2,0.282,0.125,3,3,-2,"""0-2""",,,
0.525,0.278,5,0.044,0.875,3,1,3,"""3-0""",,,
0.042,0.944,9,0.786,0.167,6,3,-3,"""0-3""",,,
0.184,0.944,6,0.786,0.167,6,3,-3,"""0-3""",,,
0.455,1.0,3,0.282,1.0,0,3,-1,"""0-1""",,,
0.612,0.778,4,0.558,0.455,4,3,-1,"""1-2""",,,
0.499,0.6,4,0.075,0.95,3,3,-1,"""7-0""",,,
0.155,0.393,5,0.412,0.2,4,3,0,"""0-2""",,,
0.173,0.1,4,0.462,0.75,3,2,0,"""2-2""",,,
0.184,0.15,0,1.0,0.9,4,2,0,"""1-2""",,,
0.518,0.2,3,0.402,0.5,7,1,1,"""2-1""",,,
0.272,0.75,0,0.489,0.8,6,1,1,"""1-0""",,,
0.199,0.4,0,1.0,0.5,9,1,1,"""1-0""",,,
0.55,0.5,0,0.549,0.25,9,3,-2,"""0-2""",,,
0.197,0.333,3,0.104,0.944,0,1,2,"""2-0""",,,
0.612,0.5,7,0.344,0.278,4,3,-2,"""0-0""",,,
0.301,0.3,2,0.612,0.95,9,1,2,"""2-0""",,,
0.208,0.8,6,0.882,0.75,4,2,0,"""0-0""",,,
0.555,0.45,5,0.218,1.0,4,1,2,"""2-0""",,,
0.5,0.909,4,0.08,0.75,9,2,-1,"""2-2""",,,
0.578,0.25,2,0.133,0.75,0,1,1,"""1-0""",,,
0.518,0.571,4,0.391,0.444,7,1,1,"""2-1""",,,
0.117,0.1,5,0.505,0.429,3,1,2,"""2-0""",,,
0.208,0.75,0,0.15,0.5,1,2,0,"""1-1""",,,
0.068,0.625,0,1.0,0.0625,9,3,-3,"""1-4""",,,
0.055,0.6,2,0.084,0.95,3,1,1,"""1-0""",,,
0.184,0.375,6,0.435,0.667,6,3,-1,"""0-1""",,,
0.454,0.05,4,0.474,0.833,5,2,0,"""2-2""",,,
0.961,0.05,9,0.1,0.45,7,1,5,"""5-0""",,,
0.108,0.4,1,0.703,1.0,4,2,0,"""0-0""",,,
0.466,0.333,3,0.402,0.8,4,3,-1,"""0-1""",,,
0.199,0.95,5,0.281,0.8,2,2,0,"""0-0""",,,
0.321,0.3,2,0.225,0.95,3,1,2,"""2-0""",,,
0.466,0.2,2,0.466,0.6,4,3,-1,"""0-2""",,,
0.501,0.45,3,0.093,0.438,4,1,2,"""2-0""",,,
0.739,0.611,5,0.462,0.15,4,2,0,"""2-0""",,,
1.0,0.1,6,0.795,1.0,3,2,0,"""1-1""",,,
0.12,0.4,3,0.069,0.1,0,3,-1,"""0-1""",,,
0.857,1.0,5,0.752,0.75,4,2,0,"""1-1""",,,
0.462,0.722,2,0.11,0.438,3,1,2,"""2-0""",,,
0.578,0.625,1,0.248,0.556,9,1,1,"""2-1""",,,
0.473,0.8,0,0.042,0.75,4,2,0,"""1-1""",,,
0.49,0.45,3,0.094,0.591,7,1,1,"""1-0""",,,
0.32,0.179,3,0.172,0.85,7,1,1,"""3-2""",,,
0.343,0.45,7,0.344,0.722,4,1,1,"""1-0""",,,
0.555,0.722,2,0.19,0.429,3,1,2,"""2-0""",,,
0.609,0.6,9,0.54,0.3,7,1,-2,"""1-2""",,,
0.156,0.222,6,0.219,0.417,6,1,1,"""2-1""",,,
0.789,0.667,1,0.133,0.107,4,2,0,"""2-2""",,,
0.5,0.8,4,0.315,0.4,3,2,0,"""2-2""",,,
0.278,0.333,4,0.044,0.4,1,2,0,"""0-1""",,,
0.545,0.6,5,0.344,0.667,4,1,-2,"""0-2""",,,
0.203,0.688,3,0.235,0.85,4,1,7,"""2-0""",,,
0.123,0.773,7,0.815,0.333,4,2,0,"""1-1""",,,
0.58,0.95,0,0.108,0.1,1,3,-1,"""0-1""",,,
0.042,1.0,0,0.336,0.708,7,3,-1,"""1-2""",,,
0.156,0.889,6,0.391,0.5,6,1,1,"""2-1""",,,
0.54,0.2,6,0.123,0.556,7,1,1,"""2-1""",,,
0.597,0.2,1,0.487,0.667,7,1,1,"""3-2""",,,
0.574,0.05,5,0.084,0.722,6,1,1,"""4-1""",,,
0.444,0.563,6,0.788,1.0,1,3,-1,"""0-0""",,,
0.12,0.688,3,0.069,0.6,7,3,-1,"""0-1""",,,
0.065,1.0,0,1.0,0.75,9,2,0,"""1-1""",,,
0.258,0.4,1,0.563,0.5,2,1,1,"""1-0""",,,
0.304,0.5,7,0.766,0.3,7,1,1,"""1-0""",,,
0.108,0.179,7,0.206,0.45,7,1,5,"""3-2""",,,
0.292,0.778,4,0.225,0.222,2,2,0,"""0-0""",,,
0.226,0.65,0,1.0,0.1,2,3,1,"""1-0""",,,
0.462,0.5,6,0.044,0.7,5,2,0,"""0-0""",,,
0.099,0.75,3,0.104,0.05,7,1,1,"""1-0""",,,
0.321,0.778,6,0.281,0.45,6,2,0,"""0-0""",,,
0.218,0.611,4,0.084,0.875,3,1,3,"""3-0""",,,
0.336,0.15,7,0.788,0.5,0,2,0,"""0-0""",,,
0.455,0.444,3,0.266,0.5,4,2,0,"""3-3",,,
0.34,0.85,6,0.68,0.9,4,2,0,"""0-0""",,,
0.518,0.167,1,1.0,0.563,2,1,1,"""2-1""",,,
0.325,0.667,3,0.108,0.75,1,2,0,"""0-0""",,,
0.882,0.125,9,0.126,0.688,5,1,3,"""3-0""",,,
0.184,0.15,6,0.849,0.167,6,2,0,"""2-2""",,,
0.612,0.35,7,0.19,0.3,4,1,2,"""3-1""",,,
0.366,0.833,7,0.489,0.3,4,1,2,"""2-0""",,,
0.184,1.0,0,0.315,0.889,7,2,0,"""1-1""",,,
0.66,0.1,5,0.084,0.464,4,1,-3,"""3-2""",,,
0.052,0.95,0,0.072,0.111,2,2,0,"""2-2""",,,
0.203,0.667,6,0.254,0.167,0,3,0,"""0-0""",,,
0.117,0.636,5,0.343,0.2,6,3,-2,"""0-2""",,,
0.661,0.393,1,1.0,0.05,9,1,1,"""2-1""",,,
0.156,0.063,1,0.412,0.563,3,1,1,"""2-1""",,,
0.073,0.214,0,0.535,0.75,0,2,0,"""1-1""",,,
0.26,0.333,1,1.0,0.2,4,3,-2,"""1-2""",,,
0.265,0.167,3,0.206,0.45,7,1,1,"""3-2""",,,
0.466,1.0,4,0.462,0.6,0,2,0,"""0-0""",,,
0.099,0.625,2,1.0,0.6,9,2,0,"""1-4""",,,
0.052,0.167,6,0.28,1.0,1,2,0,"""0-0""",,,
0.961,0.05,9,0.059,0.45,7,1,5,"""6-1""",,,
0.111,0.7,2,0.398,0.6,2,2,0,"""0-0""",,,
0.055,0.55,6,0.68,0.9,6,3,-1,"""0-1""",,,
0.138,0.615,4,0.111,0.667,7,1,7,"""3-0""",,,
0.108,0.167,1,0.558,0.8,7,1,1,"""2-1""",,,
0.366,0.571,7,0.397,0.3,4,1,2,"""2-0""",,,
0.278,0.05,4,0.462,1.0,0,3,3,"""0-0""",,,
0.114,1.0,0,0.111,0.5,1,2,-1,"""0-1""",,,
0.211,0.571,4,0.165,1.0,7,1,3,"""4-1""",,,
0.235,0.389,6,0.111,0.679,1,2,0,"""0-2""",,,
0.543,0.625,2,0.6,0.2,9,2,0,"""3-3""",,,
0.66,0.063,3,0.15,0.154,7,1,1,"""3-2""",,,
0.466,0.667,6,0.043,1.0,1,2,0,"""0-0""",,,
0.508,0.6,4,0.097,0.85,7,3,-1,"""1-2""",,,
0.092,0.6,5,0.252,0.2,2,3,-2,"""0-2""",,,
0.301,0.35,7,0.397,0.3,4,1,2,"""2-0""",,,
0.584,0.05,3,0.336,0.5,6,3,-1,"""3-3",,,
0.203,0.214,2,0.462,0.107,4,2,0,"""1-1""",,,
0.5,0.75,4,1.0,0.1,9,2,-1,"""1-4""",,,
0.66,0.75,3,0.398,0.65,3,1,1,"""1-0""",,,
0.882,0.05,6,0.501,1.0,1,1,-1,"""3-0""",,,
0.084,0.4,6,0.254,0.8,6,2,0,"""0-2""",,,
0.098,0.9,7,0.11,0.722,4,1,2,"""2-0""",,,
0.55,0.6,4,0.343,0.591,2,3,-2,"""0-2""",,,
0.208,0.182,2,0.387,0.75,9,2,0,"""2-2""",,,
0.08,0.85,5,0.788,0.2,4,3,-2,"""3-3""",,,
0.731,0.4,1,0.505,0.95,4,1,1,"""1-0""",,,
0.431,1.0,6,0.675,0.45,1,2,0,"""1-1""",,,
0.12,0.45,7,0.391,0.667,4,1,2,"""3-1""",,,
0.197,0.45,1,0.385,0.438,3,1,2,"""3-1""",,,
0.525,0.571,4,0.126,1.0,1,1,3,"""3-0""",,,
0.34,0.6,6,0.165,1.0,5,1,3,"""3-0""",,,
0.518,0.222,1,0.391,0.444,7,1,1,"""2-1""",,,
0.739,0.45,7,0.54,0.85,7,3,-1,"""1-2""",,,
0.743,0.95,5,0.97,0.2,4,3,-2,"""0-2""",,,
0.49,0.563,3,0.093,0.5,7,1,1,"""1-0""",,,
0.612,0.85,1,0.07,0.8,4,2,0,"""0-0""",,,
0.045,0.444,7,0.409,1.0,4,2,0,"""0-0""",,,
0.045,0.611,4,0.474,0.1,9,2,0,"""2-2""",,,
0.661,0.75,0,0.519,0.05,7,1,1,"""1-0""",,,
0.045,0.1,0,1.0,0.167,6,3,0,"""0-2""",,,
0.34,0.85,1,0.6,0.5,7,1,1,"""1-0""",,,
0.509,0.389,6,0.766,0.7,1,2,0,"""0-0""",,,
0.265,0.179,3,0.044,0.071,7,1,1,"""2-1""",,,
0.455,0.5,4,0.236,0.429,0,3,-1,"""0-1""",,,
0.117,0.375,7,0.815,0.2,4,3,-2,"""1-3""",,,
0.661,0.75,0,0.114,0.591,2,1,1,"""1-0""",,,
0.1,0.45,1,0.488,0.8,6,1,1,"""1-0""",,,
0.052,0.389,7,0.731,0.9,4,2,0,"""0-0""",,,
0.61,0.944,9,0.786,0.167,6,3,-3,"""0-3""",,,
0.108,0.45,6,0.519,0.167,3,1,3,"""0-1""",,,
0.466,0.05,7,0.487,0.667,7,3,-1,"""1-2""",,,
0.243,1.0,7,0.474,0.55,3,2,0,"""1-1""",,,
0.527,0.95,7,0.072,0.722,4,2,0,"""1-1""",,,
0.807,0.15,6,0.807,0.4,4,1,1,"""4-2""",,,
0.431,0.778,4,0.126,0.95,3,1,7,"""7-0""",,,
0.243,0.667,5,0.165,0.7,4,1,3,"""0-0""",,,
0.462,0.722,1,0.612,0.25,3,1,2,"""2-0""",,,
0.612,0.15,6,0.093,0.111,4,3,-1,"""1-2""",,,
0.44,0.15,6,0.151,0.5,7,3,-1,"""0-1""",,,
1.0,0.1,9,0.268,0.55,3,1,4,"""5-1""",,,
0.465,0.6,4,0.807,0.95,7,1,3,"""7-0""",,,
0.321,0.35,7,0.165,1.0,3,1,3,"""4-1""",,,
0.857,0.778,7,0.093,0.5,1,2,0,"""1-1""",,,
0.525,0.15,6,0.398,0.55,3,1,3,"""5-1""",,,
0.501,0.85,5,0.402,0.5,4,3,0,"""0-1""",,,
0.5,0.05,7,0.462,0.45,4,2,0,"""3-2""",,,
0.045,1.0,6,0.409,0.15,4,2,-1,"""0-0""",,,
0.084,0.222,6,0.391,0.464,6,1,1,"""2-1""",,,
0.265,0.9,6,0.203,0.071,6,1,1,"""3-2""",,,
0.739,0.667,3,0.133,0.464,4,2,0,"""1-1""",,,
0.473,0.9,1,1.0,0.75,9,2,0,"""1-1""",,,
0.108,0.95,3,0.125,0.45,7,1,1,"""3-2""",,,
0.045,0.6,5,0.126,0.667,5,3,-2,"""1-2""",,,
0.226,0.9,3,0.563,0.8,7,1,1,"""1-0""",,,
0.49,0.4,3,0.1,0.8,7,1,1,"""1-0""",,,
0.052,0.214,0,0.366,0.278,4,2,0,"""0-0""",,,
0.343,0.45,1,0.15,0.5,4,1,1,"""1-0""",,,
0.343,0.167,4,0.044,0.688,5,1,0,"""3-0""",,,
0.743,0.35,5,0.344,0.455,4,3,-2,"""1-3""",,,
0.073,0.15,4,0.278,0.889,5,1,0,"""0-0""",,,
0.13,0.5,4,0.343,0.1,2,3,-2,"""0-2""",,,
0.518,0.75,4,0.271,0.6,3,1,1,"""1-0""",,,
0.343,0.1,3,0.266,0.7,3,2,0,"""3-1""",,,
0.12,1.0,4,1.0,0.1,1,3,-1,"""0-2""",,,
0.485,0.3,0,1.0,0.107,1,2,0,"""1-1""",,,
0.5,0.909,4,0.849,0.222,4,2,0,"""1-1""",,,
0.366,0.625,7,0.501,0.071,5,1,1,"""2-1""",,,
0.1,0.6,2,0.435,0.15,0,1,2,"""1-1""",,,
0.184,0.85,6,0.044,0.45,1,3,-1,"""0-1""",,,
0.58,0.667,6,0.54,0.7,0,1,3,"""4-2""",,,
0.66,0.333,6,0.22,0.4,4,1,-2,"""4-1""",,,
0.243,0.611,2,0.462,0.75,9,2,-1,"""0-1""",,,
0.499,0.55,4,0.126,0.95,1,1,3,"""3-0""",,,
0.66,0.611,4,0.236,0.1,9,1,1,"""1-0""",,,
0.229,0.3,2,0.236,0.6,0,2,0,"""2-0""",,,
0.156,0.179,3,0.501,0.833,7,1,1,"""3-2""",,,
0.409,0.95,1,0.122,0.722,4,2,0,"""0-0""",,,
0.509,0.444,6,0.402,0.6,1,2,0,"""0-0""",,,
0.961,0.111,9,0.06,0.154,7,1,3,"""3-0""",,,
0.661,0.9,7,0.391,0.444,7,1,1,"""2-1""",,,
0.444,0.688,3,0.069,0.438,7,3,-1,"""0-1""",,,
0.807,0.2,5,0.108,0.15,3,2,0,"""2-0""",,,
0.098,0.3,7,0.474,0.9,4,2,0,"""0-0""",,,
0.226,0.556,3,0.766,0.083,2,2,0,"""0-1""",,,
0.455,0.05,6,0.435,1.0,1,3,-1,"""0-1""",,,
0.555,0.833,1,0.385,0.333,6,1,2,"""3-1""",,,
0.208,0.75,4,0.211,0.5,7,1,1,"""1-0""",,,
0.961,0.05,9,0.1,0.45,7,1,5,"""6-1""",,,
0.092,0.5,4,0.072,0.1,2,3,-2,"""0-2""",,,
0.035,1.0,4,0.08,0.75,4,3,0,"""0-2""",,,
0.065,0.5,7,0.562,0.2,4,3,7,"""4-3""",,,
0.66,0.75,3,0.093,0.5,7,1,1,"""1-0""",,,
0.208,0.55,5,0.501,0.722,4,2,1,"""1-0""",,,
0.609,0.6,4,0.048,0.429,5,1,3,"""3-0""",,,
0.138,0.05,4,0.097,0.667,5,3,-1,"""1-2""",,,
0.466,0.5,6,0.248,0.667,7,3,-2,"""0-0""",,,
0.108,0.615,4,0.19,0.75,3,1,1,"""2-1""",,,
0.291,0.65,4,1.0,0.125,6,3,-2,"""0-2""",,,
0.273,0.35,5,0.344,0.455,3,3,-2,"""1-3""",,,
0.609,0.125,4,0.295,0.688,5,1,3,"""3-0""",,,
0.197,0.05,7,0.1,0.7,7,1,1,"""3-2""",,,
0.184,1.0,0,0.151,0.6,0,3,-3,"""0-1""",,,
0.345,0.4,5,0.462,0.85,6,1,3,"""2-0""",,,
0.54,0.75,0,0.6,0.591,2,1,1,"""1-0""",,,
0.739,0.688,0,0.286,0.1,1,3,-1,"""0-1""",,,
0.325,0.8,6,0.275,0.083,6,2,0,"""3-3",,,
0.208,0.15,3,0.544,0.5,1,3,-1,"""0-1""",,,
0.857,0.6,3,0.084,0.429,0,1,2,"""2-0""",,,
0.055,0.6,4,0.084,0.667,5,3,3,"""1-0""",,,
0.431,1.0,2,0.731,0.75,1,2,0,"""1-1""",,,
0.237,0.3,1,0.97,0.2,3,3,7,"""1-1""",,,
0.038,0.5,4,0.562,0.1,7,3,-1,"""0-2""",,,
0.543,0.9,7,0.766,0.278,1,2,0,"""1-1""",,,
0.612,0.778,7,0.675,0.722,4,3,3,"""0-1""",,,
0.092,0.625,4,0.462,0.8,2,3,1,"""0-2""",,,
0.184,0.1,6,1.0,0.7,4,2,0,"""1-1""",,,
0.502,0.625,2,0.6,0.9,3,2,0,"""1-4""",,,
0.035,0.3,7,0.715,0.45,4,2,0,"""0-0""",,,
0.1,0.833,1,0.051,0.111,3,1,2,"""3-1""",,,
0.123,1.0,2,0.203,0.667,9,1,1,"""1-0""",,,
0.578,0.85,6,0.435,0.5,6,3,-1,"""0-1""",,,
0.58,1.0,4,0.043,0.4,6,2,0,"""1-1""",,,
0.431,0.722,2,1.0,0.45,9,2,0,"""2-2""",,,
0.807,0.063,6,0.295,0.417,6,1,1,"""2-1""",,,
0.465,0.25,4,0.882,0.1,6,3,1,"""0-1""",,,
0.961,0.05,9,0.059,0.667,7,1,5,"""6-1""",,,
0.084,0.444,6,0.519,0.5,6,1,1,"""2-1""",,,
0.098,0.15,6,0.269,1.0,1,3,-1,"""3-3""",,,
0.409,0.944,2,0.07,0.429,3,2,-4,"""0-0""",,,
0.265,0.179,3,0.203,0.071,7,1,1,"""2-1""",,,
0.527,0.8,2,0.409,1.0,4,2,0,"""0-0""",,,
0.739,0.9,4,0.205,0.35,4,2,0,"""2-2""",,,
0.555,0.45,1,0.132,0.85,6,1,2,"""3-1""",,,
0.235,0.893,6,0.474,0.8,6,2,0,"""0-0""",,,
0.416,0.5,2,0.766,0.75,4,2,0,"""1-1""",,,
0.321,0.6,6,0.044,0.95,5,3,3,"""4-1""",,,
0.418,0.7,5,0.731,0.15,4,2,0,"""0-0""",,,
0.454,0.75,6,0.15,0.15,2,2,1,"""1-0""",,,
0.1,0.35,1,0.336,0.8,3,1,-2,"""1-2""",,,
0.12,0.563,6,0.133,0.438,4,3,-1,"""0-1""",,,
0.584,0.15,6,0.402,0.042,1,3,-1,"""1-2""",,,
0.487,0.136,4,0.248,0.154,7,1,1,"""1-0""",,,
0.465,0.889,0,0.069,0.75,1,3,-1,"""0-1""",,,
0.482,0.6,4,0.097,0.667,5,3,-1,"""0-1""",,,
0.272,0.136,0,0.6,0.6,5,1,1,"""2-1""",,,
0.098,0.667,2,0.28,0.688,1,2,0,"""0-0""",,,
0.1,0.636,5,0.344,0.679,4,3,2,"""3-3",,,
0.343,0.167,7,0.462,0.8,4,1,1,"""2-1""",,,
0.612,0.85,5,0.151,0.778,9,3,-2,"""0-2""",,,
0.211,0.25,4,0.272,0.15,3,2,0,"""2-2""",,,
0.155,0.1,3,0.111,0.9,1,2,0,"""0-0""",,,
0.08,0.8,6,0.043,0.75,2,2,0,"""0-0""",,,
0.32,0.75,0,0.114,0.05,7,1,1,"""1-0""",,,
0.478,0.063,1,1.0,0.278,2,1,1,"""1-0""",,,
0.882,0.438,4,0.165,0.688,5,1,3,"""3-0""",,,
0.345,0.5,4,0.558,0.125,9,3,-2,"""0-2""",,,
0.635,0.6,4,0.084,0.25,3,3,-2,"""0-2""",,,
0.084,0.063,6,0.092,0.556,6,1,1,"""2-1""",,,
0.203,0.3,2,0.731,0.7,4,2,0,"""0-0""",,,
0.066,0.75,4,0.387,0.75,9,3,-1,"""0-1""",,,
0.092,0.611,4,0.336,0.5,7,3,-2,"""2-3""",,,
0.612,0.15,6,0.28,0.111,6,2,0,"""0-0""",,,
0.49,0.667,3,0.202,0.5,4,1,1,"""3-3",,,
0.173,1.0,0,0.165,0.222,3,2,0,"""1-1""",,,
0.237,0.15,6,0.084,0.4,6,1,3,"""4-2""",,,
0.409,0.1,5,0.715,0.7,4,2,0,"""0-0""",,,
0.501,0.4,3,0.093,0.722,4,1,2,"""2-0""",,,
0.49,0.889,3,0.172,0.45,7,1,1,"""3-2""",,,
0.26,0.5,3,0.462,0.2,4,3,-2,"""1-3""",,,
0.962,0.25,0,0.6,0.722,3,1,1,"""2-1""",,,
0.525,0.6,4,0.084,0.688,5,1,3,"""3-0""",,,
0.325,0.571,6,0.06,0.5,4,2,0,"""0-0""",,,
0.237,0.15,6,0.807,0.4,6,1,2,"""4-2""",,,
0.508,0.5,4,0.097,0.1,5,3,-1,"""1-2""",,,
0.066,0.417,4,0.269,0.55,0,2,1,"""1-0""",,,
0.046,0.1,4,0.366,0.55,3,2,0,"""2-2""",,,
0.098,0.85,6,0.397,0.5,4,3,0,"""1-2""",,,
0.042,0.944,9,0.786,0.167,6,3,-3,"""0-3""",,,
0.555,0.45,4,1.0,0.125,3,3,2,"""0-4""",,,
0.073,0.5,4,0.122,0.679,5,2,0,"""7-0""",,,
0.54,0.35,6,0.219,0.5,6,1,1,"""2-1""",,,
0.409,0.893,5,0.043,0.9,4,2,0,"""0-0""",,,
0.5,0.4,1,0.549,0.111,3,1,1,"""4-1""",,,
0.382,1.0,1,0.205,0.5,4,2,0,"""0-0""",,,
0.382,0.95,3,0.094,0.6,1,3,-1,"""0-1""",,,
0.501,0.611,1,0.12,0.833,3,1,2,"""2-0""",,,
0.478,0.611,5,0.344,0.3,3,1,1,"""3-1""",,,
0.427,0.125,7,0.295,1.0,1,1,3,"""3-0""",,,
0.197,0.333,3,0.104,0.438,0,1,2,"""2-0""",,,
0.204,0.667,5,0.398,0.95,3,1,3,"""2-1""",,,
0.073,0.833,2,1.0,0.1,9,2,1,"""0-1""",,,
0.543,1.0,0,0.269,0.75,1,3,0,"""0-1""",,,
0.961,0.05,9,0.1,0.667,7,1,5,"""6-1""",,,
0.409,0.389,6,0.752,0.7,4,2,0,"""0-0""",,,
0.527,0.5,2,0.462,0.833,9,2,0,"""1-1""",,,
0.184,0.944,4,1.0,0.167,6,2,-3,"""1-1""",,,
0.084,0.9,1,0.123,0.5,6,1,2,"""4-3""",,,
0.374,0.3,4,0.409,0.45,4,3,-2,"""1-1""",,,
0.098,0.9,3,0.07,0.8,4,2,-1,"""1-2""",,,
0.099,0.1,5,0.788,0.15,3,2,0,"""1-1""",,,
0.084,0.75,0,1.0,0.65,6,1,-3,"""3-1""",,,
0.258,0.55,6,0.165,0.563,3,1,3,"""2-1""",,,
0.612,0.05,6,0.466,0.7,4,2,-1,"""0-2""",,,
0.266,0.65,2,1.0,0.1,9,3,-4,"""0-1""",,,
0.362,0.9,1,1.0,0.8,6,1,-2,"""2-1""",,,
0.508,0.05,7,0.125,0.45,7,3,5,"""3-2""",,,
0.092,0.9,5,0.343,0.778,2,3,-2,"""0-2""",,,
0.612,0.75,2,1.0,0.1,9,3,-2,"""0-1""",,,
0.61,0.125,9,0.609,0.167,6,3,-3,"""0-3""",,,
0.114,0.833,5,0.612,0.2,3,1,2,"""2-0""",,,
0.578,0.556,7,0.097,0.85,5,3,-1,"""1-2""",,,
0.13,0.65,2,1.0,0.1,9,3,-2,"""0-2""",,,
0.1,0.833,5,0.612,0.65,4,1,2,"""3-1""",,,
0.203,0.1,5,0.849,0.5,1,2,0,"""0-0""",,,
0.068,0.625,0,1.0,0.0625,9,3,-3,"""1-4""",,,
0.066,1.0,5,0.675,0.1,4,2,0,"""0-0""",,,
0.731,0.4,6,0.409,0.2,6,3,-1,"""0-1""",,,
0.098,0.833,1,0.08,0.7,4,2,0,"""2-2""",,,
0.108,0.556,4,0.462,0.8,2,1,-2,"""0-2""",,,
0.092,0.95,4,0.108,0.85,7,1,1,"""1-0""",,,
0.092,0.85,0,0.875,0.75,7,3,-2,"""0-2""",,,
0.597,0.55,4,0.385,0.444,3,1,1,"""2-1""",,,
1.0,0.167,0,0.042,0.75,2,2,0,"""0-0""",,,
0.32,0.167,6,0.519,0.444,6,1,1,"""2-1""",,,
0.518,0.75,4,0.114,0.6,2,1,1,"""1-0""",,,
0.184,0.417,0,1.0,0.167,6,3,-3,"""0-3""",,,
0.204,0.05,1,0.219,0.125,6,1,7,"""3-0""",,,
0.273,0.85,4,0.549,0.3,7,3,-2,"""0-2""",,,
0.518,0.95,2,0.409,0.8,4,2,0,"""1-0""",,,
0.068,0.625,0,1.0,0.042,9,3,-3,"""1-4""",,,
0.5,0.5,4,0.272,0.889,6,2,0,"""2-2""",,,
0.348,0.85,4,0.072,0.125,4,3,-2,"""0-2""",,,
0.045,0.6,4,0.344,0.8,7,3,-2,"""0-2""",,,
0.278,0.278,4,0.043,0.429,3,1,3,"""3-0""",,,
0.155,1.0,6,0.043,0.083,0,2,0,"""1-1""",,,
0.366,0.35,7,0.397,0.3,4,1,2,"""2-0""",,,
0.5,0.833,2,1.0,0.042,3,1,-2,"""0-2""",,,
0.661,0.95,3,0.279,0.3,7,3,-1,"""1-0""",,,
0.321,0.3,3,0.06,0.7,0,1,2,"""2-0""",,,
1.0,0.2,1,0.205,0.7,4,2,0,"""0-0""",,,
0.409,0.778,3,0.402,1.0,1,2,0,"""0-0""",,,
0.789,0.9,6,0.044,0.45,7,1,1,"""4-1""",,,
0.466,0.85,6,0.675,0.1,4,3,-2,"""1-2""",,,
0.612,0.35,5,0.205,0.2,4,2,0,"""1-3""",,,
0.525,0.1,9,0.268,0.55,3,1,4,"""5-1""",,,
0.431,0.4,2,0.68,0.8,4,2,0,"""3-3""",,,
0.635,0.9,4,0.462,0.5,2,2,-1,"""3-3""",,,
0.366,0.35,7,0.397,0.8,4,1,2,"""2-0""",,,
0.06,0.833,1,0.12,0.333,3,1,2,"""3-1""",,,
0.597,0.6,4,0.387,0.154,7,1,1,"""7-0""",,,
0.138,0.25,4,0.097,0.15,5,3,-1,"""1-2""",,,
0.807,0.125,6,0.051,0.875,1,1,3,"""3-0""",,,
0.197,0.333,1,0.104,0.438,0,1,2,"""2-0""",,,
0.789,1.0,6,0.398,0.722,1,2,0,"""1-1""",,,
0.184,0.944,6,0.786,0.167,6,3,-3,"""0-3""",,,
0.343,0.8,1,0.501,0.5,4,1,1,"""1-2""",,,
0.455,0.05,6,0.544,0.75,4,3,-1,"""0-1""",,,
0.184,0.1,5,0.125,0.6,3,2,0,"""1-1""",,,
0.12,0.45,3,0.573,0.95,0,3,-1,"""0-1""",,,
0.301,0.833,2,0.225,0.95,3,1,2,"""2-0""",,,
0.527,0.6,5,0.558,0.667,2,1,1,"""3-2""",,,
0.156,0.615,0,0.203,0.556,2,1,1,"""1-0""",,,
0.226,0.615,3,0.206,1.0,7,1,1,"""3-2""",,,
0.525,0.278,4,0.044,0.95,3,1,3,"""3-0""",,,
0.5,0.4,2,1.0,0.083,9,2,0,"""1-1""",,,
0.08,0.5,7,0.139,0.722,4,2,0,"""0-0""",,,
0.374,0.8,2,0.093,0.278,2,2,-2,"""1-1""",,,
0.336,1.0,7,0.163,0.3,4,3,0,"""4-1""",,,
0.12,0.056,3,0.344,0.438,2,3,-1,"""0-1""",,,
0.092,0.6,5,0.094,0.25,3,3,-2,"""0-2""",,,
0.108,0.167,3,0.206,0.45,7,1,1,"""3-2""",,,
0.55,0.95,2,0.731,0.75,0,2,0,"""2-2""",,,
0.362,0.3,6,0.236,0.4,3,2,0,"""1-1""",,,
0.465,0.75,6,0.08,0.409,4,2,0,"""0-0""",,,
0.61,0.944,9,0.786,0.167,6,3,-3,"""0-3""",,,
0.038,0.222,7,0.219,0.722,5,1,1,"""2-1""",,,
0.068,0.625,0,1.0,0.0625,9,3,-3,"""1-4""",,,
0.66,0.111,5,0.344,0.154,7,1,1,"""3-2""",,,
0.578,0.25,4,0.882,0.95,0,3,-1,"""0-1""",,,
0.318,0.05,9,0.54,0.45,7,3,-1,"""1-2""",,,
0.345,0.45,3,0.125,0.563,3,1,2,"""2-0""",,,
0.336,0.214,3,0.731,0.455,1,2,0,"""0-0""",,,
1.0,0.167,3,0.051,0.55,1,1,1,"""0-0""",,,
0.635,0.6,4,0.875,0.591,9,3,-2,"""0-2""",,,
0.237,0.15,6,0.807,0.4,6,1,2,"""4-2""",,,
